ts,source,step,exe,cmdline,user,pid,src_ip,src_port,dst_ip,dst_port,proto,excerpt,source_file
2025-12-10 09:45:30.709,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:31.028,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:31.044,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:31.059,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:33.737,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:33.946,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:34.058,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:34.103,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:34.154,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:35.084,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:35.162,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:37.532,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:37.757,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:37.971,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:37.974,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.052,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.054,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.054,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.055,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.093,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.168,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.204,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.212,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.214,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.421,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.428,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:38.975,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:39.082,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:39.578,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:40.923,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:40.973,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:40.976,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.001,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.002,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.025,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.026,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.115,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.120,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.122,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.124,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.170,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.465,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 09:45:41.678,azure_events,INSTALL,,,NT AUTHORITY\SYSTEM,,,,,,,,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/azure_events.csv
2025-12-10 11:55:12.709,syslog,INSTALL,sudo,/usr/bin/apt-get install ubuntu-advantage-tools -y,root,,,,,,,/usr/bin/apt-get install ubuntu-advantage-tools -y | root : PWD=/var/lib/waagent/Microsoft.CPlat.Core.LinuxPatchExtension-1.6.64 USER=root COMMAND=/usr/bin/apt-get install ubuntu-advantage-tools -y | sudo,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 12:55:14.013,syslog,INSTALL,sudo,/usr/bin/apt-get install ubuntu-advantage-tools -y,root,,,,,,,/usr/bin/apt-get install ubuntu-advantage-tools -y | root : PWD=/var/lib/waagent/Microsoft.CPlat.Core.LinuxPatchExtension-1.6.64 USER=root COMMAND=/usr/bin/apt-get install ubuntu-advantage-tools -y | sudo,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 13:55:14.951,syslog,INSTALL,sudo,/usr/bin/apt-get install ubuntu-advantage-tools -y,root,,,,,,,/usr/bin/apt-get install ubuntu-advantage-tools -y | root : PWD=/var/lib/waagent/Microsoft.CPlat.Core.LinuxPatchExtension-1.6.64 USER=root COMMAND=/usr/bin/apt-get install ubuntu-advantage-tools -y | sudo,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 10:55:10.804,syslog,INSTALL,sudo,/usr/bin/apt-get install ubuntu-advantage-tools -y,root,,,,,,,/usr/bin/apt-get install ubuntu-advantage-tools -y | root : PWD=/var/lib/waagent/Microsoft.CPlat.Core.LinuxPatchExtension-1.6.64 USER=root COMMAND=/usr/bin/apt-get install ubuntu-advantage-tools -y | sudo,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 09:40:57.104,syslog,INSTALL,sudo,/usr/bin/apt-get install ubuntu-advantage-tools -y,root,,,,,,,/usr/bin/apt-get install ubuntu-advantage-tools -y | root : PWD=/var/lib/waagent/Microsoft.CPlat.Core.LinuxPatchExtension-1.6.64 USER=root COMMAND=/usr/bin/apt-get install ubuntu-advantage-tools -y | sudo,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 09:55:10.446,syslog,INSTALL,sudo,/usr/bin/apt-get install ubuntu-advantage-tools -y,root,,,,,,,/usr/bin/apt-get install ubuntu-advantage-tools -y | root : PWD=/var/lib/waagent/Microsoft.CPlat.Core.LinuxPatchExtension-1.6.64 USER=root COMMAND=/usr/bin/apt-get install ubuntu-advantage-tools -y | sudo,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
2025-12-10 14:55:16.015,syslog,INSTALL,sudo,/usr/bin/apt-get install ubuntu-advantage-tools -y,root,,,,,,,/usr/bin/apt-get install ubuntu-advantage-tools -y | root : PWD=/var/lib/waagent/Microsoft.CPlat.Core.LinuxPatchExtension-1.6.64 USER=root COMMAND=/usr/bin/apt-get install ubuntu-advantage-tools -y | sudo,/Users/zhuoran/Projects/SSCMDataset/sanidata/sc2/attacker/azure_syslog.csv
